dataset,clip,method,frames,psnr,ssim,lpips,tlpips,fid,temporal_mae,has_gt,pred_path,gt_path,eval_policy,crop_twh
vimeo-rl,vimeo-RL_00026_0451,part3_B_temporal_gen_blend,7,,,,0.1716,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0451_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0451,part3_C_uncertainty_adaptive,7,,,,0.1815,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0451_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0453,part3_A_rectified_flow,7,,,,0.5594,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0453_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0453,part3_B_flow_stabilized,7,,,,0.5581,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0453_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0453,part3_B_temporal_gen_blend,7,,,,0.5560,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0453_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0453,part3_C_uncertainty_adaptive,7,,,,0.5572,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0453_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0456,part3_A_rectified_flow,7,,,,0.3127,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0456_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0456,part3_B_flow_stabilized,7,,,,0.3271,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0456_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0456,part3_B_temporal_gen_blend,7,,,,0.3154,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0456_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0456,part3_C_uncertainty_adaptive,7,,,,0.3256,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0456_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0458,part3_A_rectified_flow,7,,,,0.1827,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0458_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0458,part3_B_flow_stabilized,7,,,,0.1952,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0458_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0458,part3_B_temporal_gen_blend,7,,,,0.1820,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0458_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0458,part3_C_uncertainty_adaptive,7,,,,0.1908,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0458_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0462,part3_A_rectified_flow,7,,,,0.2360,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0462_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0462,part3_B_flow_stabilized,7,,,,0.2517,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0462_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0462,part3_B_temporal_gen_blend,7,,,,0.2395,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0462_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0462,part3_C_uncertainty_adaptive,7,,,,0.2447,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0462_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0464,part3_A_rectified_flow,7,,,,0.4019,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0464_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0464,part3_B_flow_stabilized,7,,,,0.4142,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0464_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0464,part3_B_temporal_gen_blend,7,,,,0.4049,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0464_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0464,part3_C_uncertainty_adaptive,7,,,,0.4116,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0464_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0468,part3_A_rectified_flow,7,,,,0.2360,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0468_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0468,part3_B_flow_stabilized,7,,,,0.2466,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0468_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0468,part3_B_temporal_gen_blend,7,,,,0.2333,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0468_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0468,part3_C_uncertainty_adaptive,7,,,,0.2438,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0468_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0473,part3_A_rectified_flow,7,,,,0.1550,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0473_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0473,part3_B_flow_stabilized,7,,,,0.1641,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0473_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0473,part3_B_temporal_gen_blend,7,,,,0.1547,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0473_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0473,part3_C_uncertainty_adaptive,7,,,,0.1601,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0473_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0476,part3_A_rectified_flow,7,,,,0.1321,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0476_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0476,part3_B_flow_stabilized,7,,,,0.1410,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0476_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0476,part3_B_temporal_gen_blend,7,,,,0.1349,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0476_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0476,part3_C_uncertainty_adaptive,7,,,,0.1377,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0476_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0477,part3_A_rectified_flow,7,,,,0.2862,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0477_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0477,part3_B_flow_stabilized,7,,,,0.2976,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0477_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0477,part3_B_temporal_gen_blend,7,,,,0.2836,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0477_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0477,part3_C_uncertainty_adaptive,7,,,,0.2918,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0477_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0479,part3_A_rectified_flow,7,,,,0.2637,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0479_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0479,part3_B_flow_stabilized,7,,,,0.2748,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0479_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0479,part3_B_temporal_gen_blend,7,,,,0.2617,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0479_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0479,part3_C_uncertainty_adaptive,7,,,,0.2712,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0479_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0486,part3_A_rectified_flow,7,,,,0.4620,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0486_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0486,part3_B_flow_stabilized,7,,,,0.4716,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0486_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0486,part3_B_temporal_gen_blend,7,,,,0.4552,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0486_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0486,part3_C_uncertainty_adaptive,7,,,,0.4709,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0486_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0706,part3_A_rectified_flow,7,,,,0.0833,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0706_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0706,part3_B_flow_stabilized,7,,,,0.0851,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0706_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0706,part3_B_temporal_gen_blend,7,,,,0.0852,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0706_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0706,part3_C_uncertainty_adaptive,7,,,,0.0869,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0706_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0708,part3_A_rectified_flow,7,,,,0.0463,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0708_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0708,part3_B_flow_stabilized,7,,,,0.0519,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0708_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0708,part3_B_temporal_gen_blend,7,,,,0.0486,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0708_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0708,part3_C_uncertainty_adaptive,7,,,,0.0489,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0708_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0709,part3_A_rectified_flow,7,,,,0.3131,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0709_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0709,part3_B_flow_stabilized,7,,,,0.3194,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0709_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0709,part3_B_temporal_gen_blend,7,,,,0.3038,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0709_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0709,part3_C_uncertainty_adaptive,7,,,,0.3152,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0709_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0711,part3_A_rectified_flow,7,,,,0.1760,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0711_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0711,part3_B_flow_stabilized,7,,,,0.1914,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0711_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0711,part3_B_temporal_gen_blend,7,,,,0.1872,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0711_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0711,part3_C_uncertainty_adaptive,7,,,,0.1854,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0711_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0715,part3_A_rectified_flow,7,,,,0.1498,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0715_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0715,part3_B_flow_stabilized,7,,,,0.1528,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0715_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0715,part3_B_temporal_gen_blend,7,,,,0.1446,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0715_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0715,part3_C_uncertainty_adaptive,7,,,,0.1534,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0715_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0769,part3_A_rectified_flow,7,,,,0.1305,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0769_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0769,part3_B_flow_stabilized,7,,,,0.1472,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0769_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0769,part3_B_temporal_gen_blend,7,,,,0.1325,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0769_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0769,part3_C_uncertainty_adaptive,7,,,,0.1336,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0769_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0770,part3_A_rectified_flow,7,,,,0.1966,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0770_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0770,part3_B_flow_stabilized,7,,,,0.2072,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0770_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0770,part3_B_temporal_gen_blend,7,,,,0.1910,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0770_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0770,part3_C_uncertainty_adaptive,7,,,,0.2050,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0770_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0773,part3_A_rectified_flow,7,,,,0.3814,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0773_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0773,part3_B_flow_stabilized,7,,,,0.3888,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0773_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0773,part3_B_temporal_gen_blend,7,,,,0.3875,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0773_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0773,part3_C_uncertainty_adaptive,7,,,,0.3869,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0773_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0777,part3_A_rectified_flow,7,,,,0.0586,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0777_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0777,part3_B_flow_stabilized,7,,,,0.0583,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0777_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0777,part3_B_temporal_gen_blend,7,,,,0.0577,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0777_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0777,part3_C_uncertainty_adaptive,7,,,,0.0626,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0777_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0779,part3_A_rectified_flow,7,,,,0.1112,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0779_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0779,part3_B_flow_stabilized,7,,,,0.1168,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0779_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0779,part3_B_temporal_gen_blend,7,,,,0.1078,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0779_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0779,part3_C_uncertainty_adaptive,7,,,,0.1155,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0779_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0781,part3_A_rectified_flow,7,,,,0.1770,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0781_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0781,part3_B_flow_stabilized,7,,,,0.1848,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0781_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0781,part3_B_temporal_gen_blend,7,,,,0.1857,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0781_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0781,part3_C_uncertainty_adaptive,7,,,,0.1830,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0781_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0785,part3_A_rectified_flow,7,,,,0.5295,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0785_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0785,part3_B_flow_stabilized,7,,,,0.5279,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0785_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0785,part3_B_temporal_gen_blend,7,,,,0.5208,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0785_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0785,part3_C_uncertainty_adaptive,7,,,,0.5280,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0785_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0789,part3_A_rectified_flow,7,,,,0.0896,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0789_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0789,part3_B_flow_stabilized,7,,,,0.0922,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0789_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0789,part3_B_temporal_gen_blend,7,,,,0.0918,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0789_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0789,part3_C_uncertainty_adaptive,7,,,,0.0904,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0789_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0836,part3_A_rectified_flow,7,,,,0.4649,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0836_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0836,part3_B_flow_stabilized,7,,,,0.4693,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0836_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0836,part3_B_temporal_gen_blend,7,,,,0.4576,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0836_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0836,part3_C_uncertainty_adaptive,7,,,,0.4686,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0836_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0838,part3_A_rectified_flow,7,,,,0.3899,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0838_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0838,part3_B_flow_stabilized,7,,,,0.4002,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0838_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0838,part3_B_temporal_gen_blend,7,,,,0.3873,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0838_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0838,part3_C_uncertainty_adaptive,7,,,,0.3959,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0838_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0840,part3_A_rectified_flow,7,,,,0.3125,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0840_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0840,part3_B_flow_stabilized,7,,,,0.3261,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0840_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0840,part3_B_temporal_gen_blend,7,,,,0.3122,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0840_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0840,part3_C_uncertainty_adaptive,7,,,,0.3223,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0840_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0842,part3_A_rectified_flow,7,,,,0.1553,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0842_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
