dataset,clip,method,frames,psnr,ssim,lpips,tlpips,fid,temporal_mae,has_gt,pred_path,gt_path,eval_policy,crop_twh
vimeo-rl,vimeo-RL_00018_0995,part3_A_rectified_flow,7,,,,0.5138,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00018_0995_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_0995,part3_B_flow_stabilized,7,,,,0.5137,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00018_0995_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_0995,part3_B_temporal_gen_blend,7,,,,0.5118,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00018_0995_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_0995,part3_C_uncertainty_adaptive,7,,,,0.5096,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00018_0995_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_0996,part3_A_rectified_flow,7,,,,0.2021,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00018_0996_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_0996,part3_B_flow_stabilized,7,,,,0.2112,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00018_0996_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_0996,part3_B_temporal_gen_blend,7,,,,0.2046,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00018_0996_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_0996,part3_C_uncertainty_adaptive,7,,,,0.2077,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00018_0996_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_0997,part3_A_rectified_flow,7,,,,0.4961,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00018_0997_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_0997,part3_B_flow_stabilized,7,,,,0.5031,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00018_0997_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_0997,part3_B_temporal_gen_blend,7,,,,0.4909,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00018_0997_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_0997,part3_C_uncertainty_adaptive,7,,,,0.4976,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00018_0997_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_1000,part3_A_rectified_flow,7,,,,0.2816,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00018_1000_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_1000,part3_B_flow_stabilized,7,,,,0.2925,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00018_1000_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_1000,part3_B_temporal_gen_blend,7,,,,0.2731,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00018_1000_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00018_1000,part3_C_uncertainty_adaptive,7,,,,0.2898,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00018_1000_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0001,part3_A_rectified_flow,7,,,,0.1621,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0001_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0001,part3_B_flow_stabilized,7,,,,0.1706,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0001_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0001,part3_B_temporal_gen_blend,7,,,,0.1618,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0001_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0001,part3_C_uncertainty_adaptive,7,,,,0.1705,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0001_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0003,part3_A_rectified_flow,7,,,,0.1300,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0003_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0003,part3_B_flow_stabilized,7,,,,0.1335,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0003_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0003,part3_B_temporal_gen_blend,7,,,,0.1285,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0003_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0003,part3_C_uncertainty_adaptive,7,,,,0.1328,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0003_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0005,part3_A_rectified_flow,7,,,,0.1336,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0005_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0005,part3_B_flow_stabilized,7,,,,0.1485,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0005_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0005,part3_B_temporal_gen_blend,7,,,,0.1343,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0005_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0005,part3_C_uncertainty_adaptive,7,,,,0.1394,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0005_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0009,part3_A_rectified_flow,7,,,,0.5879,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0009_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0009,part3_B_flow_stabilized,7,,,,0.5928,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0009_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0009,part3_B_temporal_gen_blend,7,,,,0.5888,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0009_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0009,part3_C_uncertainty_adaptive,7,,,,0.5879,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0009_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0011,part3_A_rectified_flow,7,,,,0.0395,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0011_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0011,part3_B_flow_stabilized,7,,,,0.0444,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0011_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0011,part3_B_temporal_gen_blend,7,,,,0.0391,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0011_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0011,part3_C_uncertainty_adaptive,7,,,,0.0389,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0011_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0013,part3_A_rectified_flow,7,,,,0.4445,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0013_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0013,part3_B_flow_stabilized,7,,,,0.4434,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0013_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0013,part3_B_temporal_gen_blend,7,,,,0.4309,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0013_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0013,part3_C_uncertainty_adaptive,7,,,,0.4476,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0013_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0017,part3_A_rectified_flow,7,,,,0.0833,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0017_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0017,part3_B_flow_stabilized,7,,,,0.0873,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0017_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0017,part3_B_temporal_gen_blend,7,,,,0.0791,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0017_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0017,part3_C_uncertainty_adaptive,7,,,,0.0845,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0017_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0020,part3_A_rectified_flow,7,,,,0.3701,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0020_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0020,part3_B_flow_stabilized,7,,,,0.3752,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0020_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0020,part3_B_temporal_gen_blend,7,,,,0.3737,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0020_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0020,part3_C_uncertainty_adaptive,7,,,,0.3689,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0020_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0021,part3_A_rectified_flow,7,,,,0.2452,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0021_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0021,part3_B_flow_stabilized,7,,,,0.2510,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0021_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0021,part3_B_temporal_gen_blend,7,,,,0.2435,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0021_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0021,part3_C_uncertainty_adaptive,7,,,,0.2501,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0021_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0022,part3_A_rectified_flow,7,,,,0.1743,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0022_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0022,part3_B_flow_stabilized,7,,,,0.1943,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0022_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0022,part3_B_temporal_gen_blend,7,,,,0.1788,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0022_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0022,part3_C_uncertainty_adaptive,7,,,,0.1876,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0022_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0025,part3_A_rectified_flow,7,,,,0.4252,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0025_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0025,part3_B_flow_stabilized,7,,,,0.4525,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0025_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0025,part3_B_temporal_gen_blend,7,,,,0.4415,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0025_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0025,part3_C_uncertainty_adaptive,7,,,,0.4334,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0025_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0029,part3_A_rectified_flow,7,,,,0.3634,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0029_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0029,part3_B_flow_stabilized,7,,,,0.3767,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0029_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0029,part3_B_temporal_gen_blend,7,,,,0.3665,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0029_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0029,part3_C_uncertainty_adaptive,7,,,,0.3682,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0029_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0030,part3_A_rectified_flow,7,,,,0.3783,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0030_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0030,part3_B_flow_stabilized,7,,,,0.4001,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0030_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0030,part3_B_temporal_gen_blend,7,,,,0.3890,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0030_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0030,part3_C_uncertainty_adaptive,7,,,,0.3878,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0030_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0033,part3_A_rectified_flow,7,,,,0.1549,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0033_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0033,part3_B_flow_stabilized,7,,,,0.1673,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0033_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0033,part3_B_temporal_gen_blend,7,,,,0.1545,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0033_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0033,part3_C_uncertainty_adaptive,7,,,,0.1590,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0033_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0034,part3_A_rectified_flow,7,,,,0.3983,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0034_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0034,part3_B_flow_stabilized,7,,,,0.4102,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0034_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0034,part3_B_temporal_gen_blend,7,,,,0.3966,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0034_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0034,part3_C_uncertainty_adaptive,7,,,,0.4047,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0034_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0036,part3_A_rectified_flow,7,,,,0.0714,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0036_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0036,part3_B_flow_stabilized,7,,,,0.0807,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0036_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0036,part3_B_temporal_gen_blend,7,,,,0.0699,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0036_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0036,part3_C_uncertainty_adaptive,7,,,,0.0719,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0036_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0127,part3_A_rectified_flow,7,,,,0.1747,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0127_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0127,part3_B_flow_stabilized,7,,,,0.1856,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0127_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0127,part3_B_temporal_gen_blend,7,,,,0.1836,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0127_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0127,part3_C_uncertainty_adaptive,7,,,,0.1808,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0127_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0128,part3_A_rectified_flow,7,,,,0.0612,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0128_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0128,part3_B_flow_stabilized,7,,,,0.0747,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0128_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0128,part3_B_temporal_gen_blend,7,,,,0.0682,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0128_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0128,part3_C_uncertainty_adaptive,7,,,,0.0701,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0128_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0129,part3_A_rectified_flow,7,,,,0.1265,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0129_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0129,part3_B_flow_stabilized,7,,,,0.1336,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0129_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0129,part3_B_temporal_gen_blend,7,,,,0.1283,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0129_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0129,part3_C_uncertainty_adaptive,7,,,,0.1283,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0129_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0131,part3_A_rectified_flow,7,,,,0.1201,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0131_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0131,part3_B_flow_stabilized,7,,,,0.1277,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0131_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0131,part3_B_temporal_gen_blend,7,,,,0.1225,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0131_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0131,part3_C_uncertainty_adaptive,7,,,,0.1250,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0131_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0135,part3_A_rectified_flow,7,,,,0.2212,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0135_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0135,part3_B_flow_stabilized,7,,,,0.2234,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0135_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0135,part3_B_temporal_gen_blend,7,,,,0.2195,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0135_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0135,part3_C_uncertainty_adaptive,7,,,,0.2289,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0135_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0137,part3_A_rectified_flow,7,,,,0.1939,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0137_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0137,part3_B_flow_stabilized,7,,,,0.1965,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0137_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0137,part3_B_temporal_gen_blend,7,,,,0.1924,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0137_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0137,part3_C_uncertainty_adaptive,7,,,,0.1948,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0137_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0139,part3_A_rectified_flow,7,,,,0.2050,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0139_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0139,part3_B_flow_stabilized,7,,,,0.2148,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0139_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0139,part3_B_temporal_gen_blend,7,,,,0.2078,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0139_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0139,part3_C_uncertainty_adaptive,7,,,,0.2101,,,false,part3_exploration/outputs/direction_c_uncertainty/vimeo-RL_00026_0139_uncertainty_adaptive_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0161,part3_A_rectified_flow,7,,,,0.1121,,,false,part3_exploration/outputs/direction_a_flow_matching/vimeo-RL_00026_0161_rectified_flow_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0161,part3_B_flow_stabilized,7,,,,0.1223,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0161_flow_stabilized_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
vimeo-rl,vimeo-RL_00026_0161,part3_B_temporal_gen_blend,7,,,,0.1163,,,false,part3_exploration/outputs/direction_b_sd_controlnet/vimeo-RL_00026_0161_temporal_gen_blend_x4.mp4,,unified_streaming_vsr_crop_minT,384x256
